Player,Runs,Fours,Sixes,Dots,Wickets,RunsConceded,Overs,StrikeRate,Economy,PerformanceScore
Scott Boland,11097,0.0,0.0,0.0,72,2204,287.9,1109700.0,7.628937348563517,12897
Scott Borthwick,340,0.0,0.0,0.0,0,72,9.0,34000.0,7.2,340
Scott Coyte,1892,0.0,0.0,0.0,8,303,43.1,189200.0,6.870748299319728,2092
Scott Kuggeleijn,2659,0.0,0.0,0.0,15,505,55.5,265900.0,8.938053097345133,3034
Scott Styris,11081,0.0,0.0,0.0,37,1412,246.1,1108100.0,5.714285714285714,12006
Sean Abbott,13169,0.0,0.0,0.0,107,2444,288.6,1316900.0,8.439226519337016,15844
Sean Williams,5055,0.0,0.0,0.0,14,679,144.8,505500.0,4.657064471879286,5405
Seekkuge Prasanna,6378,0.0,0.0,0.0,15,1074,177.7,637800.0,6.010072747621713,6753
Senuran Muthusamy,1426,0.0,0.0,0.0,2,180,37.3,142600.0,4.699738903394256,1476
Seth Rance,1072,0.0,0.0,0.0,10,245,27.0,107200.0,8.75,1322
Shadab Jakati,8571,0.0,0.0,0.0,47,1451,180.5,857100.0,7.994490358126722,9746
Shadab Khan,9109,0.0,0.0,0.0,68,1667,286.1,910900.0,5.806339254615116,10809
Shafiul Islam,9016,0.0,0.0,0.0,33,1553,305.3,901600.0,5.070192621612798,9841
Shahadat Hossain,5497,0.0,0.0,0.0,18,1037,203.5,549700.0,5.070904645476773,5947
Shahbaz Ahmed,331,0.0,0.0,0.0,2,44,6.0,33100.0,6.285714285714286,381
Shahbaz Nadeem,10954,0.0,0.0,0.0,50,1765,244.3,1095400.0,7.195271096616388,12204
Shaheen Afridi,7848,0.0,0.0,0.0,55,1652,328.7,784800.0,5.010615711252654,9223
Shahid Afridi,23929,0.0,0.0,0.0,106,3967,718.3,2392900.0,5.515084109550953,26579
Shaiman Anwar,341,0.0,0.0,0.0,0,4,0.4,34100.0,2.857142857142857,341
Shakib Al Hasan,34330,0.0,0.0,0.0,184,6048,1224.4,3433000.0,4.935531255100375,38930
Shalabh Srivastava,2276,0.0,0.0,0.0,14,441,47.0,227600.0,9.1875,2626
Shaminda Eranga,6754,0.0,0.0,0.0,36,1383,340.8,675400.0,4.046225863077823,7654
Shamsur Rahman,219,0.0,0.0,0.0,0,13,1.0,21900.0,6.5,219
Shan Masood,2441,0.0,0.0,0.0,2,67,16.0,244100.0,3.9411764705882355,2491
Shane Bond,5302,0.0,0.0,0.0,42,928,177.6,530200.0,5.195968645016798,6352
Shane Harwood,1237,0.0,0.0,0.0,10,213,27.0,123700.0,7.607142857142857,1487
Shane Shillingford,2741,0.0,0.0,0.0,22,786,246.3,274100.0,3.178325919935301,3291
Shane Warne,9930,0.0,0.0,0.0,68,1788,246.0,993000.0,7.238866396761134,11630
Shane Watson,49465,0.0,0.0,0.0,226,6911,1170.7,4946500.0,5.898267474609542,55115
Shannon Gabriel,14103,0.0,0.0,0.0,69,2660,679.9,1410300.0,3.906594213540902,15828
Shapoor Zadran,1479,0.0,0.0,0.0,6,281,43.0,147900.0,6.386363636363637,1629
Sharafuddin Ashraf,500,0.0,0.0,0.0,2,94,19.0,50000.0,4.7,550
Shardul Thakur,13316,0.0,0.0,0.0,88,2605,353.7,1331600.0,7.3442345644206375,15516
Shaun Pollock,4895,0.0,0.0,0.0,42,681,193.0,489500.0,3.5103092783505154,5945
Shaun Tait,12547,0.0,0.0,0.0,100,2482,330.5,1254700.0,7.487179487179487,15047
Shaun Udal,379,0.0,0.0,0.0,5,67,25.2,37900.0,2.5572519083969465,504
Shehan Jayasuriya,1713,0.0,0.0,0.0,2,168,20.5,171300.0,7.813953488372093,1763
Sheldon Cottrell,11182,0.0,0.0,0.0,71,2022,314.7,1118200.0,6.404814697497625,12957
Sherfane Rutherford,1253,0.0,0.0,0.0,2,108,12.5,125300.0,8.0,1303
Shermon Lewis,649,0.0,0.0,0.0,2,93,20.0,64900.0,4.428571428571429,699
Shikhar Dhawan,2680,0.0,0.0,0.0,4,84,17.0,268000.0,4.666666666666667,2780
Shingi Masakadza,1957,0.0,0.0,0.0,9,365,55.7,195700.0,6.437389770723104,2182
Shivam Dube,2714,0.0,0.0,0.0,6,314,32.9,271400.0,9.262536873156343,2864
Shivam Mavi,2743,0.0,0.0,0.0,14,482,54.0,274300.0,8.763636363636364,3093
Shivam Sharma,885,0.0,0.0,0.0,4,165,19.0,88500.0,8.25,985
Shivil Kaushik,1734,0.0,0.0,0.0,6,297,34.0,173400.0,8.485714285714286,1884
Shivnarine Chanderpaul,547,0.0,0.0,0.0,1,55,15.0,54700.0,3.4375,572
Shoaib Ahmed,1103,0.0,0.0,0.0,5,152,17.0,110300.0,8.444444444444445,1228
Shoaib Akhtar,6974,0.0,0.0,0.0,41,1275,272.7,697400.0,4.658385093167702,7999
Shoaib Malik,17977,0.0,0.0,0.0,51,2041,371.6,1797700.0,5.477724100912506,19252
Shreyas Gopal,7364,0.0,0.0,0.0,48,1164,148.1,736400.0,7.8068410462776665,8564
Shreyas Iyer,531,0.0,0.0,0.0,0,15,2.0,53100.0,5.0,531
Shrikant Mundhe,56,0.0,0.0,0.0,1,6,1.0,5600.0,3.0,81
Shrikant Wagh,1235,0.0,0.0,0.0,5,137,17.0,123500.0,7.611111111111111,1360
Shubham Agarwal,188,0.0,0.0,0.0,1,42,4.0,18800.0,8.4,213
Shuvagata Hom,1016,0.0,0.0,0.0,1,109,27.0,101600.0,3.892857142857143,1041
Siddarth Kaul,8514,0.0,0.0,0.0,55,1712,203.3,851400.0,8.379833578071462,9889
Siddharth Chitnis,344,0.0,0.0,0.0,2,60,6.0,34400.0,8.571428571428571,394
Siddharth Trivedi,10870,0.0,0.0,0.0,64,1884,246.8,1087000.0,7.602905569007263,12470
Sikandar Raza,3155,0.0,0.0,0.0,3,282,59.0,315500.0,4.7,3230
Simi Singh,1796,0.0,0.0,0.0,8,273,46.5,179600.0,5.747368421052632,1996
Simon Harmer,1905,0.0,0.0,0.0,20,588,191.2,190500.0,3.0593132154006244,2405
Simon Katich,1757,0.0,0.0,0.0,1,91,24.0,175700.0,3.64,1782
Simon Keen,469,0.0,0.0,0.0,1,48,5.0,46900.0,8.0,494
Simon Milenko,1854,0.0,0.0,0.0,9,207,20.3,185400.0,9.71830985915493,2079
Sir Alastair Cook,391,0.0,0.0,0.0,1,6,2.0,39100.0,2.0,416
Skhawat Ali,374,0.0,0.0,0.0,0,68,8.0,37400.0,7.555555555555555,374
Sohag Gazi,3089,0.0,0.0,0.0,14,548,103.1,308900.0,5.264169068203651,3439
Sohaib Maqsood,278,0.0,0.0,0.0,0,23,3.0,27800.0,5.75,278
Sohail Khan,3105,0.0,0.0,0.0,28,774,186.9,310500.0,4.1192123469930815,3805
Sohail Tanvir,10255,0.0,0.0,0.0,69,2042,349.9,1025500.0,5.8193217440866345,11980
Sohrawordi Shuvo,947,0.0,0.0,0.0,5,96,30.0,94700.0,3.096774193548387,1072
Solomon Mire,1010,0.0,0.0,0.0,0,128,14.0,101000.0,8.533333333333333,1010
Soumya Sarkar,5161,0.0,0.0,0.0,7,326,66.3,516100.0,4.843982169390788,5336
Sourav Ganguly,14986,0.0,0.0,0.0,23,1117,233.0,1498600.0,4.773504273504273,15561
Sourav Sarkar,226,0.0,0.0,0.0,1,34,4.1,22600.0,6.666666666666667,251
Sreenath Aravind,6094,0.0,0.0,0.0,46,1083,129.8,609400.0,8.279816513761467,7244
Sreesanth,34810,0.0,0.0,0.0,194,6838,1400.5,3481000.0,4.879058151980021,39660
Sridharan Sriram,793,0.0,0.0,0.0,4,129,22.0,79300.0,5.608695652173913,893
Stephen Cook,361,0.0,0.0,0.0,0,16,2.0,36100.0,5.333333333333333,361
Stephen Parry,1292,0.0,0.0,0.0,8,230,35.0,129200.0,6.388888888888889,1492
Steve Harmison,3664,0.0,0.0,0.0,12,631,155.2,366400.0,4.039692701664533,3964
Steve O'Keefe,11078,0.0,0.0,0.0,78,1863,369.3,1107800.0,5.0310559006211175,13028
Steve Tikolo,932,0.0,0.0,0.0,1,161,22.0,93200.0,7.0,957
Steven Finn,30390,0.0,0.0,0.0,218,6035,1378.5,3039000.0,4.374773468648061,35840
Steven Smith,16947,0.0,0.0,0.0,38,1165,215.6,1694700.0,5.378578024007387,17897
Stiaan van Zyl,3223,0.0,0.0,0.0,6,148,67.1,322300.0,2.173274596182085,3373
Stuart Binny,14123,0.0,0.0,0.0,33,1324,224.0,1412300.0,5.884444444444444,14948
Stuart Broad,73708,3.0,0.0,30.0,501,13888,3919.2,237767.74193548385,3.5426763940615276,86233
Stuart Clark,6693,0.0,0.0,0.0,33,1067,354.4,669300.0,3.002250984805853,7518
Stuart MacGill,1025,0.0,0.0,0.0,7,166,25.0,102500.0,6.384615384615385,1200
Stuart Matsikenyeri,300,0.0,0.0,0.0,0,16,2.0,30000.0,5.333333333333333,300
Stuart Meaker,829,0.0,0.0,0.0,4,180,26.5,82900.0,6.545454545454546,929
Stuart Thompson,1292,0.0,0.0,0.0,6,206,29.5,129200.0,6.754098360655738,1442
Subashis Roy,1580,0.0,0.0,0.0,7,284,70.2,158000.0,3.98876404494382,1755
Sudeep Tyagi,3323,0.0,0.0,0.0,9,460,63.8,332300.0,7.098765432098766,3548
Sudhesan Midhun,140,0.0,0.0,0.0,0,27,2.0,14000.0,9.0,140
Sulieman Benn,14965,0.0,0.0,0.0,65,2805,684.4,1496500.0,4.092500729501022,16590
Sumit Narwal,967,0.0,0.0,0.0,5,202,17.4,96700.0,10.978260869565219,1092
Sunil Dhaniram,847,0.0,0.0,0.0,0,82,15.0,84700.0,5.125,847
Sunil Joshi,716,0.0,0.0,0.0,1,82,9.1,71600.0,8.118811881188119,741
Sunil Narine,41333,0.0,0.0,0.0,275,6878,1292.2,4133300.0,5.31858954531395,48208
Sunny Gupta,222,0.0,0.0,0.0,0,47,3.0,22200.0,11.75,222
Suraj Randiv,8835,0.0,0.0,0.0,46,1775,412.0,883500.0,4.297820823244552,9985
Suranga Lakmal,25921,0.0,0.0,0.0,123,4613,1153.4,2592100.0,3.996015246015246,28996
Suresh Raina,47117,0.0,0.0,0.0,86,3911,725.8,4711700.0,5.381122729774353,49267
Suryakumar Yadav,160,0.0,0.0,0.0,0,8,1.0,16000.0,4.0,160
Swapnil Singh,757,0.0,0.0,0.0,1,90,10.0,75700.0,8.181818181818182,782
Syed Rasel,2906,0.0,0.0,0.0,10,486,103.7,290600.0,4.641833810888252,3156
T Natarajan,5147,0.0,0.0,0.0,32,969,159.3,514700.0,6.044915782907049,5947
TP Sudhindra,580,0.0,0.0,0.0,1,136,11.4,58000.0,10.96774193548387,605
Tabraiz Shamsi,9330,0.0,0.0,0.0,49,1860,333.2,933000.0,5.565529622980251,10555
Tafadzwa Kamungozi,510,0.0,0.0,0.0,1,66,11.0,51000.0,5.5,535
Taijul Islam,4693,0.0,0.0,0.0,14,993,273.5,469300.0,3.6174863387978142,5043
Tanbir Hayder,490,0.0,0.0,0.0,0,67,10.0,49000.0,6.090909090909091,490
Tanveer Sangha,1377,0.0,0.0,0.0,15,228,30.3,137700.0,7.284345047923322,1752
Tanvir Ahmed,1114,0.0,0.0,0.0,9,225,60.5,111400.0,3.658536585365854,1339
Tanwir Afzal,285,0.0,0.0,0.0,0,34,4.0,28500.0,6.8,285
Tapash Baisya,459,0.0,0.0,0.0,4,102,20.0,45900.0,4.857142857142857,559
Tarun Nethula,913,0.0,0.0,0.0,3,208,34.0,91300.0,5.942857142857143,988
Taskin Ahmed,8106,0.0,0.0,0.0,25,1498,270.0,810600.0,5.527675276752768,8731
Taurai Muzarabani,573,0.0,0.0,0.0,2,79,15.0,57300.0,4.9375,623
Tawanda Mupariwa,414,0.0,0.0,0.0,0,104,16.0,41400.0,6.117647058823529,414
Tejas Baroka,140,0.0,0.0,0.0,0,33,3.3,14000.0,7.674418604651163,140
Temba Bavuma,1946,0.0,0.0,0.0,1,61,16.0,194600.0,3.588235294117647,1971
Tendai Chatara,4001,0.0,0.0,0.0,14,733,145.8,400100.0,4.993188010899182,4351
Tendai Chisoro,524,0.0,0.0,0.0,0,77,10.0,52400.0,7.0,524
Thandi Tshabalala,227,0.0,0.0,0.0,1,42,8.0,22700.0,4.666666666666667,252
Tharanga Paranavitana,412,0.0,0.0,0.0,0,7,1.0,41200.0,3.5,412
Tharindu Kaushal,2473,0.0,0.0,0.0,15,728,175.9,247300.0,4.115319389485585,2848
Theo Doropoulos,162,0.0,0.0,0.0,0,12,1.0,16200.0,6.0,162
Theunis de Bruyn,1446,0.0,0.0,0.0,0,74,17.0,144600.0,4.111111111111111,1446
Thilan Samaraweera,279,0.0,0.0,0.0,0,12,2.0,27900.0,4.0,279
Thilan Thushara,4911,0.0,0.0,0.0,33,938,155.9,491100.0,5.978330146590185,5736
Thilina Kandamby,1416,0.0,0.0,0.0,2,131,20.0,141600.0,6.238095238095238,1466
Thinus Fourie,408,0.0,0.0,0.0,0,44,11.0,40800.0,3.6666666666666665,408
Thisara Perera,31457,0.0,0.0,0.0,134,4942,726.5,3145700.0,6.793127147766323,34807
Thomas Odoyo,1010,0.0,0.0,0.0,1,195,31.0,101000.0,6.09375,1035
Thomas Rogers,1899,0.0,0.0,0.0,9,373,41.2,189900.0,8.838862559241706,2124
Tillakaratne Dilshan,31369,0.0,0.0,0.0,52,2749,537.8,3136900.0,5.102078693392725,32669
Tim Bresnan,26992,0.0,0.0,0.0,162,5169,951.5,2699200.0,5.426771653543307,31042
Tim David,250,0.0,0.0,0.0,0,4,1.2,25000.0,1.8181818181818181,250
Tim Murtagh,1766,0.0,0.0,0.0,12,288,76.0,176600.0,3.74025974025974,2066
Tim Southee,89454,0.0,0.0,0.0,596,18520,4423.4,8945400.0,4.185878311183438,104354
Tim de Leede,254,0.0,0.0,0.0,0,32,6.0,25400.0,4.571428571428571,254
Timm van der Gugten,374,0.0,0.0,0.0,2,71,10.0,37400.0,6.454545454545454,424
Timycen Maruma,552,0.0,0.0,0.0,2,54,9.4,55200.0,5.1923076923076925,602
Tinashe Panyangara,1755,0.0,0.0,0.0,4,319,69.7,175500.0,4.512022630834512,1855
Tino Best,7432,0.0,0.0,0.0,38,1489,292.9,743200.0,5.066349098332767,8382
Tinotenda Mutombodzi,901,0.0,0.0,0.0,4,177,28.5,90100.0,6.0,1001
Tirumalasetti Suman,1531,0.0,0.0,0.0,5,182,23.0,153100.0,7.583333333333333,1656
Toby Roland-Jones,1616,0.0,0.0,0.0,18,368,95.8,161600.0,3.8016528925619837,2066
Todd Astle,3301,0.0,0.0,0.0,16,543,142.1,330100.0,3.7945492662473796,3701
Tom Andrews,562,0.0,0.0,0.0,2,76,10.0,56200.0,6.909090909090909,612
Tom Blundell,467,0.0,0.0,0.0,0,13,3.0,46700.0,3.25,467
Tom Cooper,4827,0.0,0.0,0.0,11,388,54.0,482700.0,7.054545454545455,5102
Tom Curran,16980,0.0,0.0,0.0,105,3206,453.6,1698000.0,7.052353717553893,19605
Tom O'Connell,593,0.0,0.0,0.0,1,51,6.0,59300.0,7.285714285714286,618
Tom Westley,427,0.0,0.0,0.0,0,12,4.0,42700.0,2.4,427
Travis Head,13504,0.0,0.0,0.0,28,1139,173.1,1350400.0,6.542217116599655,14204
Trent Boult,60762,0.0,0.0,0.0,465,12447,3235.0,6076200.0,3.846415327564895,72387
Trent Copeland,296,0.0,0.0,0.0,0,36,4.0,29600.0,7.2,296
Trent Johnston,4848,0.0,0.0,0.0,17,798,160.2,484800.0,4.9503722084367245,5273
Trent Lawford,1122,0.0,0.0,0.0,2,152,17.0,112200.0,8.444444444444445,1172
Trevin Bastiampillai,316,0.0,0.0,0.0,0,11,2.0,31600.0,3.6666666666666665,316
Tushar Deshpande,907,0.0,0.0,0.0,3,192,17.0,90700.0,10.666666666666666,982
Tymal Mills,3635,0.0,0.0,0.0,17,721,84.5,363500.0,8.432748538011696,4060
Tyron Henderson,362,0.0,0.0,0.0,1,71,10.0,36200.0,6.454545454545454,387
Udara Jayasundera,698,0.0,0.0,0.0,0,45,7.0,69800.0,5.625,698
Umar Amin,1138,0.0,0.0,0.0,1,50,16.0,113800.0,2.9411764705882355,1163
Umar Bhatti,847,0.0,0.0,0.0,6,124,30.0,84700.0,4.0,997
Umar Gul,17093,0.0,0.0,0.0,112,3300,640.0,1709300.0,5.14820592823713,19893
Umesh Yadav,59790,0.0,0.0,0.0,368,11626,2247.1,5979000.0,5.171478137093546,68990
Upul Chandana,1783,0.0,0.0,0.0,6,283,47.5,178300.0,5.835051546391752,1933
Usman Khawaja,622,0.0,0.0,0.0,0,4,1.0,62200.0,2.0,622
Usman Qadir,1077,0.0,0.0,0.0,6,203,24.0,107700.0,8.12,1227
Usman Shinwari,3101,0.0,0.0,0.0,21,553,93.0,310100.0,5.882978723404255,3626
VVS Laxman,1132,0.0,0.0,0.0,1,26,12.0,113200.0,2.0,1157
Varun Aaron,14206,0.0,0.0,0.0,71,2795,420.1,1420600.0,6.6373782949418185,15981
Varun Chakravarthy,2229,0.0,0.0,0.0,18,391,55.0,222900.0,6.982142857142857,2679
Veer Pratap Singh,1327,0.0,0.0,0.0,10,296,34.0,132700.0,8.457142857142857,1577
Veerasammy Permaul,2858,0.0,0.0,0.0,16,576,147.8,285800.0,3.8709677419354835,3258
Venugopal Rao,3383,0.0,0.0,0.0,6,337,36.0,338300.0,9.108108108108109,3533
Vernon Philander,24140,0.0,0.0,0.0,156,3723,1380.8,2414000.0,2.694311767260096,28040
Vidyut Sivaramakrishnan,110,0.0,0.0,0.0,1,22,2.0,11000.0,7.333333333333333,135
Vijay Shankar,4858,0.0,0.0,0.0,12,477,69.2,485800.0,6.794871794871795,5158
Vikram Singh,5429,0.0,0.0,0.0,20,1002,176.3,542900.0,5.6514382402707275,5929
Vikram Solanki,517,0.0,0.0,0.0,0,42,7.0,51700.0,5.25,517
Vikramjeet Malik,1862,0.0,0.0,0.0,6,261,34.1,186200.0,7.435897435897435,2012
Vikrant Yeligati,397,0.0,0.0,0.0,0,59,5.0,39700.0,9.833333333333334,397
Vikum Sanjaya,528,0.0,0.0,0.0,3,101,10.0,52800.0,9.181818181818182,603
Vinay Kumar,25091,0.0,0.0,0.0,148,4622,623.7,2509100.0,7.398751400672322,28791
Virat Kohli,23303,0.0,0.0,0.0,12,1309,198.7,2330300.0,6.554832248372559,23603
Virender Sehwag,40027,0.0,0.0,0.0,84,3376,839.3,4002700.0,4.017612757348566,42127
Vishwa Fernando,3277,0.0,0.0,0.0,19,646,135.6,327700.0,4.729136163982431,3752
Vusi Sibanda,668,0.0,0.0,0.0,0,61,8.0,66800.0,6.777777777777778,668
Wahab Riaz,17747,0.0,0.0,0.0,90,3391,703.0,1774700.0,4.816761363636363,19997
Waheed Ahmed,269,0.0,0.0,0.0,0,10,2.0,26900.0,3.3333333333333335,269
Wanindu Hasaranga,2928,0.0,0.0,0.0,13,416,66.2,292800.0,6.19047619047619,3253
Waqas Maqsood,119,0.0,0.0,0.0,2,21,1.5,11900.0,8.4,169
Washington Sundar,9270,0.0,0.0,3.0,42,1398,224.4,231750.0,6.202307009760426,10320
Wavell Hinds,398,0.0,0.0,0.0,2,69,11.0,39800.0,5.75,448
Wayne Parnell,19307,0.0,0.0,0.0,136,3684,595.8,1930700.0,6.172922252010724,22707
Wellington Masakadza,154,0.0,0.0,0.0,1,32,4.0,15400.0,6.4,179
Wes Agar,4013,0.0,0.0,0.0,36,806,93.5,401300.0,8.529100529100528,4913
Wiaan Mulder,2456,0.0,0.0,0.0,8,301,54.0,245600.0,5.472727272727273,2656
Wil Parker,301,0.0,0.0,0.0,0,48,5.0,30100.0,8.0,301
Wilkin Mota,1061,0.0,0.0,0.0,4,97,12.0,106100.0,7.461538461538462,1161
Will Jacks,304,0.0,0.0,0.0,0,26,3.0,30400.0,6.5,304
Will Sutherland,1785,0.0,0.0,0.0,6,263,27.9,178500.0,9.100346020761247,1935
William Bosisto,575,0.0,0.0,0.0,1,44,6.0,57500.0,6.285714285714286,600
William Sheridan,1615,0.0,0.0,0.0,11,270,31.6,161500.0,8.282208588957054,1890
William Somerville,3107,0.0,0.0,0.0,18,645,197.2,310700.0,3.2542885973763878,3557
Xavier Bartlett,1027,0.0,0.0,0.0,8,183,22.0,102700.0,7.956521739130435,1227
Xavier Doherty,15355,0.0,0.0,0.0,69,2752,493.0,1535500.0,5.57085020242915,17080
Xavier Marshall,227,0.0,0.0,0.0,0,5,0.3,22700.0,3.846153846153846,227
Yamin Ahmadzai,253,0.0,0.0,0.0,0,49,8.4,25300.0,5.212765957446808,253
Yasir Arafat,3787,0.0,0.0,0.0,32,704,93.5,378700.0,7.449735449735449,4587
Yasir Hameed,1062,0.0,0.0,0.0,0,24,5.0,106200.0,4.0,1062
Yasir Shah,13338,0.0,0.0,0.0,80,3278,920.6,1333800.0,3.556857638888889,15338
Yo Mahesh,2609,0.0,0.0,0.0,21,499,56.3,260900.0,8.708551483420594,3134
Yogesh Nagar,1345,0.0,0.0,0.0,4,125,11.0,134500.0,10.416666666666666,1445
Younis Khan,1918,0.0,0.0,0.0,0,86,18.2,191800.0,4.479166666666667,1918
Yusuf Abdulla,1734,0.0,0.0,0.0,16,335,38.5,173400.0,8.481012658227849,2134
Yusuf Pathan,27378,0.0,0.0,0.0,88,3201,487.5,2737800.0,6.552712384851587,29578
Yuvraj Singh,52108,0.0,0.0,0.0,152,5132,939.4,5210800.0,5.4572522330923015,55908
Yuzvendra Chahal,33784,0.0,0.0,0.0,259,6398,972.4,3378400.0,6.572837476885145,40259
Zafar Ansari,1631,0.0,0.0,0.0,5,275,68.0,163100.0,3.9855072463768115,1756
Zafar Gohar,869,0.0,0.0,0.0,2,213,42.0,86900.0,4.953488372093023,919
Zaheer Khan,70568,0.0,0.0,0.0,439,13265,3023.7,7056800.0,4.385558898403148,81543
Zahir Khan,1806,0.0,0.0,0.0,8,276,39.0,180600.0,6.9,2006
Zahoor Khan,388,0.0,0.0,0.0,0,73,10.0,38800.0,6.636363636363637,388
Zak Evans,532,0.0,0.0,0.0,0,73,7.0,53200.0,9.125,532
Ziaur Rahman,1013,0.0,0.0,0.0,3,100,14.3,101300.0,6.5359477124183005,1088
Zulfiqar Babar,4678,0.0,0.0,0.0,32,1119,376.8,467800.0,2.961884595023822,5478
